name,name:en
图书信息楼（新馆）,Library (New)
绍兴饭店,Longhua Airport
申长北路,Shenchang Rd.
芳春路,Fangchun Road
金秋路,Jinqiu Road
盛夏路,Shengxia Road
银冬路,Yindong Road
吕三路,Lusan Road
唐龙路 11 弄,11 Taonglong Road
唐龙路 18 弄,18 Taonglong Road
金葵路,Jinkui Road
金槐路,Jinhuai Road
华益路,Huayi Road
龚卢路,Gonglu Road
女贞路,Nüzhen Road
棒球场,Baseball Field
仲景大道,Zhongjing Avenue
东垣路,Donghuan Road
玉竹路,Yuzhu Road
扁鹊路,Bianque Road
清任路,Qingren Road
景岳路,Jingyue Road
子和路,Zihe Road
鞠通路,Jutong Road
顺和路,Shunhe Road
百合路,Baihe Road
天竺路,Tianzhu Road
塘泾路,Tangjing Road
远志大道,Yuanzhi Avenue
孙耀路,Sunyao Road
军民路 232 弄,232 Junmin Road
孙桥路 558 弄,558 Sunqiao Road
横沔江路 206 弄,206 Hengmianjiang Road
三灶路,Sanzao Road
上海交通大学（闵行校区）,Shanghai Jiao Tong University (Minhang Campus)
柳岸路,Liuan Road
荷塘路,Hetang Road
三灶路 351 弄,351 Sanzao Road
孙环路 600 弄,600 Sunhuan Road
度假区高架路,Dujiaqu Elevated Rd.
上海晟欧软件技术有限公司,SeioSoft
港汇恒隆广场1座,Grand Gateway Tower 1
圣三一堂,Holy Trinity Cathedral
新天地太平湖,Taiping Lake
峻岭寄庐,Grosvenor House
武康大楼,Wukang Mansion
华东师范大学（闵行校区）,East China Normal University (Minhang campus)
曙光剧场,Capitol Theatre
田子坊,Tianzifang
徐家汇藏书楼,Bibliotheca Zi-Ka-Wei ( Xujiahui Library )
闵浦二桥,Minpu 2nd Bridge
西闵线轮渡,Ximin Line
豪嘉府邸,Hillcas Villa
YinTao Golf - 银涛高尔夫,YinTao Golf club
米格天地,Mega Mills
盈港东路,East Yinggang Road
上海电信.徐泾,Shanghai Telecom
西华国际学校,Western International School of Shanghai
孙塘路,Suntang Road
长美路,Changmei Road
复旦大学附属中山医院,Zhongshan Hospital Fudan University
盈港东路,East Yingang Road
徐泾派出所,Xuiing Police Station
迪卡侬,Decathlon
百安居,B&Q
杜吴线,Duwu Line
永德路,Yongde Road
北吴路俞塘河桥,Yutang River Bridge (Beiwu Road)
龙吴路俞塘河桥,Yutang River Bridge (Longwu Road)
会卓路,Huizhuo Road
紫龙路,Zilong Road
紫凤路,Zifeng Road
龙吴路乐道浜桥,Ledaobang Bridge (Longwu Road)
星乐路,Xingle Road
星乐路蒋家浜桥,Xingle Road
龙吴路金英河桥,Jinying River Bridge (Longwu Road)
星乐路乐道浜桥,Xingle Road
龙吴路,Luwu Rd.
曲吴路,Quwu Road
墨江路,Mojiang Road
澄江路,Chengjiang Road
陈车线,Chengche Line
石林路,Shilin Road
双柏路,Shuangbai Road
联曹路,Liancao Road
景联路,Jinglian Road
浦航路,Puhang Road
闵驰二路,Minchi No.2 Road
江航南路,South Jianghang Road
闵驰一路,Minchi No.1 Road
先新路,Xianxin Road
曹联路,Caolian Road
景洪路,Jinghong Road
曹建路,Caojian Road
柏建路,Baijian Road
景东北路,North Jingdong Road
位育路,Weiyu Road
建华路,Jianhua Road
汇臻路,Huizhen Road
康桥东路 1159 弄,1159 East Kangqiao Road
康桥东路 1258 弄,1258 East Kangqiao Road
康桥东路 1300 弄,1300 East Kangqiao Road
康桥东路 1365 弄,1365 East Kangqiao Road
申沔路,Shenmian Road
西民立路,Ximinli Road
广秀路,Guangxiu Road
关港路,Guan'gang Road
健康路,Jiankang Road
鲁建路,Lujian Road
鲁康路,Lukang Road
新港河路,Xin'ganghe Road
永寨路,Yongzhai Road
永恒路,Yongheng Road
永恩路,Yong'en Road
永杰路,Yongjie Road
永翠路,Yongcui Road
永跃路,Yongyue Road
永颂路,Yongsong Road
永高路,Yonggao Road
浦业路,Puye Road
浦锦南路,South Pujin Road
盐铁塘路,Yantietang Road
盐铁路,Yantie Road
胜乐路,Shengle Road
胜晓路,Shengxiao Road
胜朗路,Shenglang Road
胜秀路,Shengxiu Road
跃进河路,Yuejinhe Road
沪翔高速,Huxiang Expressway
真南路 822 弄,822 Zhennan Road
祁顺路,Qishun Road
上海商标火花收藏馆,Shanghai Brand and Matchbox Label Museum
荣乐西路,West Rongle Road
上海市徐汇中学,Xuhui High School
上海中学,Shanghai High School
汇雄路,Huixiong Road
龙吴路5413弄,Lane 5413 of Longwu Road
东方一路,Dongfang No.1 Road
汇臻路,HuiZhen Road
东方二路,Dongfang No.2 Road
爱家亚洲花园二期,Aijia Garden-2nd Phase
爱家亚洲花园一期,Aijia Garden-1st Phase
同济大学彰武路校区,Tongji University Zhangwu Campus
广场路,Guang Chang Road
西城一路,Xicheng No.1 Road
汇美路,Huimei Road
浦江APM(在建),Pujiang APM
龙华烈士纪念馆,Longhua Martyr Memorial Hall
零陵路 250 弄,Lane 250 of Lingling Road
星程博盈酒店,Boying Holiday Hotel
行政路,Xingzheng Road
航头路,Hangtou Road
航定路,Hangding Road
航圆路,Hangyuan Road
航鹤路,Hanghe Road
航三路,Hangsan Road
航梅路,Hangmei Road
航达路,Hangda Road
堆栈路,Duizhan Road
方窑路,Fangyao Road
上海市震旦外国语中学,Shanghai Aurora Foreign Language School
环桥路,Huanqiao Road
康人路,Kangren Road
康沿路,Kangyan Road
罗桥路,Luoqiao Road
沪奉高速,Hufeng Expressway
上海轨道交通11号线,Shanghai Metro Line 11
下沙西街,West Xiasha Street
梅鹤路,Meihe Road
鹤南路,Henan Road
鹤驰路,Hechi Road
华夏三路,Huaxiasan Road
新德西路,West Xinde Road
德川路,Dechuan Road
航浦路,Hangpu Road
大川公路,Dachuan Highway
懿行路,Yihang Road
南奉公路 Nanfeng Highway,Nanfeng Highway
南奉公路,Nanfeng Highway
航塘路,Hangtang Road
奉干公路,Fenggan Highway
团青公路,Nanfeng Highway
下盐公路,Xiayan Highway
寺嘴角路,Sizuijiao Road
泰青公路,Taiqing Highway
光泰路,Guangtai Road
汇中路,Huizhong Road
金闸路,Jinzha Road
金钱公路,Jinqian Highway
人民塘路,Renmintang Road
龚丰路,Gongfeng Road
景雅路,Jingya Road
溪平路,Xiping Road
银峰路,Yinfeng Road
高桥路,Gaoqiao Road
川图路,Chuantu Road
川宏路,Chuanhong Road
川大路,Chuanda Road
孙浦路,Sunpu Road
栏学路,Lanxue Road
界龙大道,Jielong Avenue
新环南路,South Xinhuan Road
航都路,Hangdu Road
航都南路,South Hangdu Road
航鸣路,Hangming Road
航盛路,Hangsheng Road
航川路,Hangchuan Road
航帆路,Hangfan Road
航启路,Hangqi Road
鹤立东路,East Heli Road
鹤立西路,West Heli Road
塘外人民路,Tangwai-Renmin Road
塘外文化街,Tangwai-Wenhuajie
城大路,Chengda Road
奉城南街,Fengcheng-South Street
奉城西街,Fengcheng-West Street
奉城东街,Fengcheng-East Street
兰博路,Lanbo Road
永春南路,South Yongchun Road
永春中路,Middle Yongchun Road
鹏程街,Pengcheng Street
四新街,Sixin Street
四团南街,Situan South Street
天鹏街,Tianpeng Street
四团东街,Situan East Street
四团西街,Situan West Street
益华路,Yihua Road
青暮路,Qingmu Road
跃丰路,Yuefeng Road
柴场中心路,Chaichangzhongxin Road
华洲北路,North Huazhou Road
召泰路,Zhaotai Road
丰南路,Fengnan Road
西闸路,Xizha Road
永南路,Yongnan Road
懿德路,Yide Road
红临路,Honglin Road
迎金路,Yingjin Road
辉煌路,Huihuang Road
金发路,Jinfa Road
金壁路,Jinbi Road
鼎金路,Dingjin Road
金聚路,Jinju Road
金斗路,Jindou Road
江艇路,Jiangting Road
光华楼,Guanghua Building
八号楼,Building 8
化学楼,Chemistry Building
十一号楼,Building 11
十号楼,Building 10
四号楼,Building 4
恒隆物理楼,Physics Building
立人生物楼,Biology Building
上海世博展览馆,Shanghai World Expo Exhibition And Convention Center tyre bearing show
世博中心,Expo Centre
雪野二路,Xueye No. 2 Rd.
瓦屑支路,Waxie Branch Road
宣中路,Xuanzhong Road
宣镇东路,East Xuanzhen Road
宣中支路,Xuanzhong Branch Road
汇成路,Huicheng Road
园西路,Yuanxi Road
牌楼东路,East Pailou Road
千汇路,Qianhui Road
青村城乡路,Qingcunchengxiang Road
上海市田家炳小学,Shanghai Tianjiabing Elementary School
西大街,Xi Da Jie
闵行区气象局,Weather Station of Minhang Dt.
上海老站,Shanghai Old Station
飞狐 (Flying Fox),Flying Fox
新元素(金桥店) (Element Fresh),Element Fresh
御璟轩红枫路店 (Jade Pavilion),Jade Pavilion
光学楼,Optics Building
遗传学楼,Genetics Building
大芦西路,West Dalu Road
惠园路,Huiyuan Road
康锦路,Kangjin Road
惠南南门路,Huinan-Nanmen Road
宣秋路,Xuanqiu Road
宣夏路,Xuanxia Road
宣春路,Xuanchun Road
宣竹路,Xuanzhu Road
宣兰路,Xuanlan Road
宣梅路,Xuanmei Road
鹿吉路,Luji Road
崇溪路,Chongxi Road
闻居西路,West Wenju Road
闻居路,Wenju Road
祝潘公路,Zhupan Highway
普新路,Puxin Road
川沙储七路,Chuanshachuqi Road
川沙普庆路,Chuanshapuqing Road
洪庙路,Hongmiao Road
洪中路,Hongzhong Road
洪朱公路,Hongzhu Highway
协新路,Xiexin Road
神州路,Shenzhou Road
奉旺路,Fengwang Road
南明路,Nanming Road
舟乐路,Zhoule Road
南曹路,Nancao Road
唐兴路,Tangxing Road
齐爱路,Qiai Road
头桥中路,Middle Touqiao Road
头桥东路,East Touqiao Road
奉联路,Fenglian Road
头桥广福路,Touqiao-Guangfu Road
金科南路,South Jinke Road
秀州街,Xiuzhou Street
奉城邮电路,Fengcheng-Youdian Road
曙宏路,Shuhong Road
奉粮路,Fengliang Road
万佛阁路,Wanfoge Road
南桥运河北路,Nanqiao-North Yunhe Road
金海公路,Jinhai Highway
望园路,Wangyuan Road
新红路,Xinhong Road
南新路,Nán xīn Road
汇荣路,Huì Róng Road
汇发路,Huì Fā Road
肖南路,Xiaonan Road
八字桥路,Baziqiao Road
七宝万科广场,Qibao Vanke Mall
红坊,Red Town
正大乐城,Touch Super Brand Mall
西岸艺术中心,West Bund Art Center
8号桥,Bridge 8
永嘉庭,Yongjia Court
娄红路,Lóu hóng Road
新培路,Xīn Pé Road
新冠路,Xīnguān Road
新徕路,Xīn Lái Road
汇善路,Huì Shàn Road
金娄路,Jinlou Road
沥红路,Lì hóng Road
元江路跨吴泾铁路桥,Yuanjiang Road
三三公路,Sansan Highway
东大公路,Daye Highway
第二军医大学,The Second Military Medical University
中區廣場,Central Plaza
江月路公交枢纽,Jiangyue Road Metro Station
通阳路,Tongyang Road
南桥秀南路,Nanqiao-Xiunan Road
静安中华大厦,Jing'an China Tower
the phoenix garden,the phoenix garden
上海轨道交通16号线,Shanghai Metro Line 16
上海轨道交通12号线,Shanghai Metro Line 12
沪宁线(京沪线),Jinghu Line
和静路 Hejing Road,Hejing Rd.
清水路,Qingshui Road
杏梅园,Xingmeiyuan
商场南路,Shang Cheng South Road
静普路,Jingpu Road
Westin Bund Center,Westin Bund Center
安勇路,Anyong Road
探索路,Tansuo Road
上海迪士尼度假区 Shanghai Disney Resort,Shanghai Disney Resort
奇妙路,Qimiao Road
六奉公路,LiuFeng Hwy.
申迪西路,West Shendi Road
星光大道,Xingguang Avenue
上海迪士尼乐园酒店 Shanghai Disneyland Hotel,Shanghai Disneyland Hotel
川迪南河,South Chuandi River
申迪东路,East Shendi Road
滨河路,BinHe Road
十八港路,ShiBaGang Road
富达路,FuDa Road
郑和中路,Middle ZhengHe Road
旬阳路,Xunyang Road
七甲港路,Qijiagang Road
龚路公路,Gonglu Highway
龚卫路,Gongwei Road
金家车路,Jinjiafeng Road
讯建路,Xunjian Road
启迅路,Qixun Road
庙前路,Miaoqian Road
启明路,Qiming Road
迎宾三路地道,Yingbinsan Road Tunnel
迎宾三路地道,Yingbin Road Tunnel
申滨南路,South Shenbin Road
华翔路,Huaxiang Rd.
瑞祥路,Ruixiang Road
军民路,Junmin Road
海霞路,Haixia Road
华星路,Huaxing Road
香格里拉路,Xianggelila Road
亭中路,Tingzhong Road
金亭公路,Jinting Highway
Y8桥,Y8 Bridge
大泥公路,Dani Highway
韩钱路,Hanqian Road
鹤恒路,Heheng Road
恒翔路,Hang Cheung Road
周秀路,Zhouxiu Road
周达路,Zhouda Road
瑞福路,Ruifu Road
周阳路,Zhouyang Road
浦隆路,Pulong Rd.
微电子楼,Microelectronics Building
软件楼,Software Building
虹桥火车站出发 (大客车),Hongqiao Railway Station Departure (Heavy Vehicle)
行政楼,Administration Building
张江校区食堂,Dinning Hall
专家楼,Expert Building
复旦大学(张江校区),Fudan University Zhangjiang Campus
华纳国际会议中心,Huana International Conference Center
鹤永路,Heyong Road
鹤韵路,Heyun Road
启圣公路,Qisheng Highway
真华南路,Zhenhua Rd.
礼尚路,Lishang Road
中江路,Zhongjiang Rd.
南安路,Nan'an Road
新艳路,XinYan Road
兴北路,Xingbei Road
新波路,XinBo Road
新宾路,XinBin Road
新明路,XinMing Road
中强路,ZhongQiang Road
中市西路,West ZhongShi Road
金桥大街,Jinqiao Dajie
西冈身路,Xī gāng shēn Road
团青公路,Tuanqing Highway
祥福路,Xiangfu Road
祥安路,Xiang'an Road
阿克苏路,Akesu Road
水产西路,West Shuichan Road
沙河路,Shahe Rd.
金耀南路,South Jinyao Road
金耀路,jinyao Rd.
嘉涛路,Jiatao Road
新丰支二路,Xinfengzhir Road
曹金路,Caojjin Road
胡曹路,Hucao Road
文诚路,Wenchen Road
槌球场,Gateball court
曹西路,Caoxi Road
云清路,Yunqing Road
东胜港路,East ShengGang Road
南圩路,Nanwu Road
陆嘉南路,South LuJia Road
娄陆公路,LouLu Hwy.
天翔路,TianXiang Road
小昆山园,Xiaokunshan Park
天马山园,Tianmashan Park
新和路,XinHe Road
顾北路,Gubei Road
上海立诗顿宾馆,Liston Hotel
辰花路,Chenghua Road
银泽路,Yinze Road
黄渡浜街,Huangdubang Street
光星路,GuangXing Road
里陆街,Lilu Street
松良路,Slongliang Road
嘉洲路,Jiazhou Road
匡巷路,Kuangxiang Road
潼关路,Tongguan Road
嘉泽路,Jiaze Road
张家浜,ZhangJiaBang River
文宇路,Wenyu Road
石家浜,ShiJiaBang River
思贤路,SiXian Road
彭丰路,Pengfeng Road
港兴路,Gangxing Road
港业路,Gangye Road
香长路,Xiangchang Road
胡园路,Huyuan Road
之根路,Zhigeng Road
胡家埭路,Hujiadai Road
团青公路 ,Nanfeng Highway
高虹路,Gaohong Road
茸江路,Rongjiang Road
朱建路,Zhujian Road
上海韩国学校,Shanghai Korean School
电台路,Diantai Road
辰塔路,ChenTa Road
文翔路,WenXiang Road
甘德路,GanDe Road
富强路,FuQiang Road
玉朝路,YuZhao Road
玉阳路,YuYang Road
中桥路,ZhongQiao Road
盐仓路,YanCang Road
薛玉路,XueYu Road
富永路,FuYong Road
永航路,YongHang Road
小茜泾路,XiaoQianJing Road
玉树路,YuShu Road
丽江小学,Lijiang Elementary School
蒸南路,ZhengNan Road
淡家浜街,Danjiabang Street
外浜街,Waibang Street
茸盛路,Rongsheng Road
茸阳路,Rongyang Road
茸北路,Rongbei Road2
花卉路,Huahui Road
茸树路,Rongshu Road
五昆路,Wukun Road
茸龙路,Ronglong Road
中凯路,Zhongkai Road
缤纷路,Binfin Road
广富林东路,East Guangfulin Road
中辰路,Zhongchen Road
中创路,Zhongchuang Road
施园路,Shiyuan Road
民益路,Minyi Road
新扬路,Xinyang Road
康电路,Kangdian Road
茸腾路,Rongteng Road
华恒路,Huahen Road
华哲路,Huazhe Road
香规路,Xianggui Road
华扩路,Huakuo Road
加管路,Jiaguan Road
加海路,Jiahai Road
三庄路,Sanzhuang Road
加工路,Jiagong Road
华恒路,Huaheng Road
加江路,Jiajiang Road
华昌北路,North Huachang Road
香闵路,Xiangming Road
车香路,Chexiang Road
华铁路,Huatie Road
华加路,Huajia Road
业东路,Yedong Road
业西路,Yexi Road
车嘉路,Chejia Road
莘莘路,Xinxin Road
创嘉路,Chuangjia Road
留业路,Liuye Road
车腾路,Cheteng Road
车业路,Cheye Road2
车安路,Chean Road
香亭路,Xiangting Road2
香泖路,Xiangmao Road
车峰路,Chefeng Road
九溇路,JiuLou Road
甪彭路,LuPeng Road
合作路,Hezuo Road
仙山路,XianShan Road
秀江路,Xiujiang Road
云水路,Yunshui Road
石湖新路,Shuhuxin Road
上穴路,ShangXue Road
林天路,LinTian Road
鲁星路,LuXing Road
茹塘路,RuTang Road
后港路,HouGang Road
杨甪路,YangLu Road
松江市河,SongJiangShi River
茸平路,Rongping Road
广富林遗址文化公园,Guangfulin Relics Park
秋柏路,QiuBo Road
广林路,GuangLin Road
灵竹路,LingZhu Road
小奇港,XiaoQiGang
钦殿街,Qindian Street
彭平东路,East Pengping Road
青鸟路,Qingniao Road
薛山,Xueshan Hill
东佘山园,East Sheshan Park
真大路 1 弄,1 Zhanda Road
真南路 822 弄 455 支弄,822-455 Zhennan Road
真南路 822 弄 521 支弄,822-521 Zhennan Road
桃浦西路,West Taopu Road
德方路,Defang Road
德园南路,South Deyuan Road
仓轩路,CangXuan Road
乐都路,Ledu Road
周星中心路,ZhouXingZhongXing Road
兴仓路,XingCang Road
花园路,HuaYuan Road
李松路,LiSong Road
化工路,HuaGong Road
玉秀路,YuXiu Road
真玉路,ZhenYu Road
玉佳路,YuJia Road
玉佳西路,West YuJia Road
八秀路,BaXiu Road
八秀西路,West BaXiu Road
大江路,DaJiang Road
建中路,JianZhong Road
北阳路,BeiYang Road
北阳北路,North BeiYang Road
长谷路,ChangGu Road
松吉路,SongJi Road
西林南路,South Xiling Road
西新桥路,West XinQiao Road
池月路,Chiyue Road
秋兴路,Qiuxing Road
文采路,Wencai Road
武德路,Wude Road
云汉路,Yunhan Road
云夏路,Yunxia Road
马五公路,Mawu Highway
二里泾,ErLijing River
金湾路,JinWan Road
白云渡路,BaiYunDu Road
万金南路,South WanJin Road
杰科路,Jieke Road
豫园路,Yuyuan Road
HVDC 葛洲坝-上海,HVDC Gezhouba-Shanghai
跃益路,Yueyi Road
龙门楼,Longmen Building
先棉堂,Xianmian Building
中兴楼,Zhongxing Building
先棉堂辅楼,Xianmian Building Annex
上海中学大礼堂,Auditorium of Shanghai High School
上海中学图书信息中心（念慈楼）,Library and Media Center of Shanghai High School (Nianci Building)
逸夫楼（实验楼）,Yifu Building (Laboratories)
办公楼,Office Building
上海中学音乐艺术中心,Music Center of Shanghai High School
上海中学游泳馆,Natatorium of Shanghai High School
上海中学本部食堂,Dining Hall of Shanghai High School Local Division
上海中学网球中心,Center for Tennis  Shanghai High School
上海中学篮球场,Basketball Courts of Shanghai High School
上海中学乒羽中心,Center for Table Tennis and Badminton  Shanghai High School
上海中学体育馆,Sports Complex of Shanghai High School
上海中学室外游泳池,Outdoor Pool of Shanghai High School
上海中学田径场,Sports Field of Shanghai High School
上海中学网球场,Tennis Courts of Shanghai High School
篮球场,Basketball Courts
停车场,Parking Lot
中兴湖,Zhongxing Lake
东海商业中心,Donghai Business Center
金陵海欣大厦,Jinling Haixin Building
大世界,The Great World
豪都大酒店,Hao Du Hotel
新黄浦酒店公寓,New Harbour
长发大厦杰仕豪庭,King's Park
金门大酒店,Shanghai Pacific
国际饭店,Park Hotel
西侨青年会,YMCA Building
仙乐斯广场,Ciros Plaza
大光明电影院,Grand Cinema
创兴金融中心,Chong Hing Finance Center
沪华国际大酒店,Huhua International Hotel
上海市闵行区出入境办证中心,Exit&Entry Administration Service Center Minhang District Shanghai
浏阳路,LiuYang Road
花园街,HuaYuan Street
常胜南路,South ChanSheng Road
清流环二路,Qingliu No.2 Ring Road
绥中路,Suizhong Road
政芳路,Zhengfang Road
培文公寓,Beam Apartments
上海广场,Shanghai Plaza
中共一大会址,Seat of the First Congress of the Chinese Communist Party
上海铁道宾馆,Shanghai Railways Hotel
新光电影院,Strand Theatre
ZTE中兴科技园,ZTE R&D
北安德路,Bei'ande Road
中國工商銀行,Commercial Bank of China
金茂大厦 Jin Mao Tower,Jin Mao Tower
草临线,Caolin Line
新华路邮政所,Xinhua Road Post Office
东亚大厦（东亚体育宾馆）,East Asia Building (East Asia Sports Hotel)
上海华亭宾馆,Hua Ting Hotel And Towers
IKEA,IKEA
东亚网球场,East Asia Tennis Court
维拉斯酒店,Villas Hotel
锦江集团财务公司证券经营部,Former Robert Dollar Building
中国人民解放军海军后勤部上海物资站,Former The China Import & Export Lumber Co. Building
上海长途电信科技发展公司,Shanghai Telecom Museum
上海电气集团总公司,Former Asia Realty Co. Building
上海新世界大丸百货,Shanghai New World Daimaru
田径场,The Field
滑冰场,Ice-Rinking Field
东大道,East Avenue
田径场,School Field
南校区运动场,South Campus Field
同济大学中德职业技能认证研究中心,Tongji University Sino-Germany authentication center for vocational skills
南校区第一教学楼,First Teaching Building of the South Campus of Tongji University
七宝天主教堂,Qibao Church
高级法院,Shanghai American Club
上海晒图厂等,Meilun Building
市残疾人联合会,Former Ta-Ching Government Bank Building
华东建筑设计研究院,Development Building
安利大楼,Arnhold Brothers Building
慈安里大楼,Fu Li Building
上海浦东发展银行总部,Former Site of Shanghai Commercial & Savings Bank
福州大楼,Hamilton House
申达大楼,Former Zhongxing Bank Building
大学生活动中心,Activity Center for University Students
经纬楼,Jingwei Building
同济下沉式广场,Tongji Xiachenshi Plaza
同济大学科技园,Science Park of Tongji University
大学生创业园,Collegiate Pioneer Park
西南十楼A楼,Xinan Apartments Building 10A
西南十楼B楼,Xinan Apartments Building 10B
西南十一楼,Xinan Apartments Building 11
同济大学四平路校区体育馆,Tongji Colosseum
国际文化交流学院,Institute of International Cultural Exchange
同济大学文档制作中心,Tongji University Document Producing Center
同济大学德国学术中心,German Academic Center for Tongji University
同济大学职业技术教育研究所,Tongji University Institute of Vocational Skill Education
同济印刷厂,Tongji University Printing House
同济大学博士生公寓1号楼,Apartment For Dr.s  Building 1
南汇路,Nanhui Road
奉贤路,Fengxian Road
同济大学嘉定校区,Tongji University Jiading Campus
沪宁城际铁路,Shanghai Hongqiao-Nanjing Intercity Railway
和丰楼,Hefeng Chamber
童涵春堂,Tonghanchun Hall
皕灵楼,Biling Chamber
沈香阁,Shenxiangge
虹梅南路隧道,South Hongmei Road Tunnel
长风海洋世界,Changfeng Ocean World
火花博物馆,上海商标火花收藏馆
联通大厦,Unicom Tower
西园大厦,West Park Mansions
上海虹桥美仑美居酒店,Mercure Shanghai Royalton
上海虹桥客运站,Shanghai Hongqiao Long-Distance Bus Terminal
华展东路,East Huazhan Road
望月路,Wangyue Road
华东台商子女学校,HouDong Taiwan Businessman's School
上海新发展亚太JW万豪酒店 Marriott hotel Changfeng park ,JW Marriott Changfeng Park
长宁消防站为,Shanghai Changning fire command center building and fire station
上海浦东国际机场,Shanghai Pudong International Airport
三林体育中心,Sanlin Sports Center
富邦金控,Fubon Bank
润虹路,Runhong Rd.
临港大道,Lin'gang Avenue
昌硕科技（上海）有限公司,Protek (Shanghai) Limited
花园宅路,Huayuanzhai Road
沙特基础工业公司上海研发中心,SABIC R&D center in Shanghai
巡游路线 Parade Route,Parade Route
旋转疯蜜罐 Hunny Pot Spin,Hunny Pot Spin
上海海洋水族馆,Shanghai Ocean Aquarium
上海交响乐团音乐厅,Shanghai Symphony Hall
龙华寺,Longhua Temple
静安雕塑公园,Jing'an Sculpture Garden
玉佛禅寺,Jade Buddha Temple
下海庙,Xiahao Temple
上体篮球公园,Basketball Park
真如寺,Zhenru Temple
天马高尔夫乡村俱乐部,Tian Ma Golf Club
锦江白玉兰,Jinjiang Hotel Tongji University
云顺路,Yunshun Road
唐丰路,Tangfeng Road
县府东街,East XianFu Street
江东支路,Jiangdongzhi Road
笋心路,Sunxin Road
辰塔路横潦泾大桥,ChenTa Road
清流环三路,Qingliu No.3 Ring Road
周邓公路,Zhoudeng Hwy.
阳光大道,Yangguang Avenue
川展路,Chuanzhan Road
香樟路,Xiangzhang Road
周邓公路,Zhoudeng Highway
川迪东河,East Chuandi River
奕欧来上海购物村,Shanghai Village ( Yi Ou Lai )
唐明路,TangMing Road
育新路,YuXin Road
川迪北河,North Chuandi River
樱花大道,Yinghua Avenue
月湖雕塑公园,Yuehu Sculpture Park
吴江路,Wujiang Road
柳梁路,liuliangroad
学德路,Xuede Road
政青路,Zhengqing Road
清流环一路,Qingliu No.1 Ring Road
佘山高尔夫俱乐部,She Shan Golf Club
南京饭店,Nankin Hotel
上海长江电气集团等,Former China Coal Merchants' Bank Building
中一大楼,Former Central Trust Co. Building
黄浦剧场,Huangpu Theatre
申报馆,Shun Pao Building
生态园路,Shengtaiyuan Road
生态园,Ecological Park
海棠路,Haitang Road
栾树路,Luanshu Road
铃兰路,Linglan Road
鸢尾路,Yuanwei Road
石竹路,Shizhu Road
香草园,Herb Garden
薰衣草大道,Xunyicao Boulevard
谐安路,Xie'an Road
森兰名佳,Sunland Celebrity
吴家湾路,Wujiawan Road
室外篮球场,Outdoor Basketball Court
第一教学楼,First Teaching Building
行政办公楼,Building of Administration and Office
杨浦高级中学图书馆,The Library of Yangpu Senior High
第二教学楼(致远楼),Second Teaching Building ( Zhiyuan Building )
电教楼,Media Building
艺术楼,Art Building
餐厅,Canteen
第三教学楼,Third Teaching Building
科技实验楼,Building of Science and Technology
球类馆,Gymnasium of Balls
综合体育馆,The Gymnasium
纪念小区,Jinan Community
学生公寓,Student Apartment
大连西路30弄,Lane 30 of West Dalian Road
密云路454弄,Lane 454 of Miyun Road
泽州路,Zezhou Road
竹林木栈道,Wood Path
兰虹路,Lanhong Road
商船会馆,Sea Merchants' Guildhall
汤臣上海高尔夫球场,Tomson-Golf Club
泖河,Mao River
运伊小区,Yunyi Community
曲阳路920弄,Lane 920   Quyang Road
上海兰生大酒店,Shanghai Lansheng Hotel
巴毅小区,Bayi Community
商务大厦,Shangwu Dasha
北石皮弄,Beishipi Alley
老重庆中路,Middle Laochongqing Road
延吉五、六村,Yanji Community #5 6
延吉七村,Yanji Community #7
长江路隧道,Changjiang Road Tunnel
进才中学国际部,Jin Cai International School
黄渡 • 绿苑路,Luyuan Rd. (Huangdu)
红梅南路,South Hongmei Road
沔新路,Mianxin Road
上海轨道交通17号线(在建),Shanghai Metro Line 17 (Future)
上海轨道交通9号线 (三期在建),Shanghai Metro Line 9 (Future - 3rd Term)
上海自然博物馆,Shanghai Natural History Museum
上海轨道交通13号线 (二 三期在建),Shanghai Metro Line 13 (Future - 2nd Term)
粮厅路,Liangting Road
Apple 香港广场,Apple Hong Kong Plaza
港鼎路,Gangding Road
海熙路,Haixi Road
富特东三路,East Fute No.3 Road
迪士尼旗舰,Disney Store
上海虹桥国际机场,Shanghai Hongqiao International Airport
三穗堂,Sansui Hall
仰山堂,Yangshan Hall
九狮轩,Nine Lion Study
涵碧楼,Hanbi Tower
萃秀堂,Cuixiu Hall
亦舫,Relaxation Stone Boat
两宜轩,Liangyi Study
万花楼,Wanhua Chamber
藏宝楼,Relic Hall
点春堂,Dianchun Hall
学圃,Nursery
打唱台,Acting and Singing Stage
快楼,Kuailou Pavilion
听涛阁,Tingtao Tower Exhibit Hall
老君殿,Master Lao Hall
和煦堂,Hexu Hall
静宜轩,Jingyi Study
听鹂亭,Tingli Pavilion
得月楼,Deyue Chamber
藏书楼,Depository of Books and Paintings
大假山,Huge Rockery
望江亭,Wangjiang Pavilion
环龙桥,Huanlong Bridge
挹秀亭,Yixiu Pavilion
鱼乐榭,Yule Pavilion
复廊,Double Lane Corridor
古井亭,Ancient Well Pavilion
玉玲珑,Exquisite Jade Rock
静观,Jingguan Tower
观涛楼,Guantao Tower
古戏台,Big Stage
还云楼,Huanyun Tower
流觞亭,Toasting Pavilion
龙墙,Dragon Wall
可以观,Keyi Hall
凤凰亭,Phoenix Pavilion
洞天福地,Fairyland
