name,name:en
松江,Songjiang
东森花园,Dongsen Gardens
工商银行,Industrial and Commercial Bank of China
可迪,Kedi
新江湾城派出所,New Jiangwan Town Police Station
中原路市光路,Zhongyuan Road Shiguang Road
Holiday Inn Express  Shanghai Jinsha,Holiday Inn Express  Shanghai Jinsha
家得利,Jiadeli
中升之星,Mercedes-Benz
上海大众汽车,Shanghai Volkswagen
雷克萨斯,Shanghai Lexus
哈根达斯 Häagen-Dazs,Häagen-Dazs
民庆家园,Minqing Family Gardens
世界路民京路,Shijie Road Minjing Road
上海华佳医院,Shanghai Huajia Hospital
快客,Kuaike
国权北路国政路,North Guoquan Road Guozheng Road
国权北路国秀路,North Guoquan Road Guoxiu Road
淞沪路国秀路,Songhu Road Guoxiu Road
汉中路,Hanzhong Road
江宁路,Jiangning Road
淮海中路,Middle Huaihai Road
自然博物馆,Shanghai Natural History Museum
武宁路,Wuning Road
上海通周机械设备工程有限公司,Shanghai TZ ME Engineering Co.  Ltd.
三林东,East Sanlin
龙华,Longhua
龙耀路,Longyao Road
浦三路,Pusan Road
三林,Sanlin
上海游泳馆,Shanghai Swimming Center
严御路 (预留),Yanyu Road (Reserved)
云锦路,Yunjin Road
御桥,Yuqiao
枕流,zhenliu
南翔馒头店,Nanxiang Steamed Bun Restaurant
锦荣国际大酒店,Jinrong International Hotel
新场,Xinchang
书院,Shuyuan
惠南,HuiNan Town Station
航头东,East Hangtou
周浦东,East Zhoupu
鹤沙航城,Heshahangcheng
Bar Rouge,Bar Rouge
富锦路,Fujin Road
天平宾馆,Tianping Hotel
嘉定海关,Jiading Custom
金京路,Jinjing Road
爱国路,Aiguo Road
复兴岛,Fuxing Island
东陆路,Donglu Road
江浦公园,Jiangpu Park
宁国路,Ningguo
隆昌路,Longchang Road
国际客运中心,International Cruise Terminal
提篮桥,Tilanqiao
李国豪像,Statue of Li Guohao
中国建设银行,construction bank of China
中国工商银行,ICBC
Hotel auberge ,Shanghai SOHO International Youth Hostel
柒寿司,Sea Horse
全家,Family Mart
公共厕所,WC
汉庭快捷酒店,Hanting Hotel
全家,Family Mall
南开曙博模塑有限公司,Nankai Sol-Plus
大场镇,Dachang
高境镇,Gaojing
庙行镇,Miaoxing
张庙街道,Zhangmiao
友谊路街道,Youyilu
好得来水果超市,HaoDeLai Fruit Shop
水果商店,Fruit Shop
上海银行,Bank Of Shanghai
工商银行,Bank ICBC
中国银行,Bank Of China
上海银行,Bank of Shanghai
九亭镇,Jiuting
嘉定区,JiaDing
奉贤区,Fengxian
Biergarten,Biergarten
张东路金秋路,Zhangdong Road Jinqiu Road
龙华中路,Middle Longhua Road
龙漕路,Longcao Road
秀沿路,Xiuyan Road
Shanghai Xixun Electronic Technology Company Ltd.,Shanghai Xixun Electronic Technology Company Ltd.
江川路 (在建),Jiangchuan Road (Future)
东城一路 (在建),Dongchengyi Road (Future)
汇臻路 (在建),Huizhen Road (Future)
浦航路 (在建),Puhang Road (Future)
闵瑞路 (在建),Minrui Road (Future)
三鲁公路 (在建),Sanlu Highway (Future)
浦江镇,Pujiang
新龙华,Xinlonghua
胶东路台儿庄路,Taierzhuang Road at Changdao Road
奉城镇,Fengcheng
四团镇,Situan
金汇镇,Jinhui
大团镇,Datuan
川沙新镇,Chuansha
曹路镇,Caolu
高东镇,Gaodong
三林镇,Sanlin
高桥镇,Gaoqiao
高行镇,Gaohang
金桥镇,Jinqiao
张江镇,Zhangjiang
唐镇,Tangzhen
北蔡镇,Beicai
惠南镇,Huinan
新场镇,Xinchang
航头镇,Hangtou
康桥镇,Kangqiao
宣桥镇,Xuanqiao
祝桥镇,Zhuqiao
金杨路枣庄路,Jinyang Road at Zaozhuang Road
Starbucks,Starbucks
七寶古鎮,Qibao Old Town
龙美术馆（西岸馆）,Long Museum West Bund
曹行,Caohang
上海南站,Shanghai South Railway Station
嘉定西,West Jiading
港城路,Gangcheng Road
嘉定北,North Jiading
安亭新镇,Anting New Town
Shanghai Lianbang Hotel,Shanghai Lianbang Hotel
西公交枢纽 West Transport Hub,West Transport Hub
场中路少年村路,Changzhong Road Shaoniancun Road
薪得付信息技术(上海)有限公司,CDP Group Ltd.
西园门,Xiyuan Gate
兆丰路,Zhaofeng Road
光明路,Guangming Road
泗泾镇,Sijing
洞涇镇,Dongjing
新桥镇,XinQiao
石湖荡镇,Shihudang
上海之根雪浪湖度假村,Shanghai Xuelang Lake Resort
迪亚天天,Dia
好德,Alldays
中国移动通信,China Mobile
泰晤士小镇,Tomas Town
Rock & Wood International Hostel,Rock & Wood International Hostel
洋泾街道,Yangjing
安亭地铁站,Anting Metro Station
德州仪器半导体技术（上海）有限公司,Texas Instruments Semiconductor Technologies (Shanghai) Co.  Ltd.
高通,Qualcomm
Camel Sports Bar,Camel Sports Bar
上海中祥大酒店,Zhongxiang
携程,Ctrip
上海市上海中学,Shanghai High School
上海市上海中学（南门）,Shanghai High School (South Gate)
上海市上海中学（停车场）,Shanghai High School (Parking Lot)
上海中学影视传媒中心,Media Center of Shanghai High School
CRE 中铁快 (铁路行包房),CRE China Rail Express (freight collection)
CRE 中铁快 (铁路行包房),CRE China Rail Express (freight depot)
泰禾酒店,ZTE Hotel
栖山路;张杨路,Qishan Road;Zhangyang Road
金杨路;张杨北路,Jinyang Road;North Zhangyang Road
上海外国语大学附属外国语学校,Shanghai Foreign Language School
白银路,Baiyin Road
曹杨路,Caoyang Road
昌吉东路,East Changji Road
环球乐园 (预留),Huanqiu Park (Reserved)
嘉定新城,Jiading Xincheng
罗山路,Luoshan Road
上海汽车城,Shanghai Automobile City
上海赛车场,Shanghai International Circuit
常熟路,Changshu Road
海天三路,Haitiansan Road
静安寺,Jing'an Temple
龙阳路,Longyang Road
陆家嘴,Lujiazui
浦东国际机场,Pudong International Airport
上海体育馆,Shanghai Indoor Stadium
威宁路,Weining Road
徐泾东,Xujing East
远东大道,Yuandong Avenue
中山公园,Zhongshan Park
南苑饮食广场,Nanyuan Canteen
南校区小剧场,Mini Theater of South Campus
城市超市,City Shop
正门,Gate 1
錦江之星,Jinjiang Inn
浦东新区,Pudong
宝山区,Baoshan
上海九龙男子医院 Shanghai Kowloon Men's Hospital,Shanghai kowloon man ́s hospital
白鹤镇,Baihe
七个小矮人矿山车 Seven Dwarfs Mine Train,Seven Dwarfs Mine Train
晶彩奇航 Voyage to the Crystal Grotto,Voyage to the Crystal Grotto
爱丽丝梦游仙境迷宫 Alice in Wonderland Maze,Alice in Wonderland Maze
船奇戏水滩 Shipwreck Shore,Shipwreck Shore
漫游童话时光 “Once Upon a Time” Adventure,“Once Upon a Time” Adventure
探秘海妖复仇号 Siren's Revenge,Siren's Revenge
古迹探索营 Camp Discovery,Camp Discovery
雷鸣山漂流 Roaring Rapids,Roaring Rapids
十二朋友园 Garden of the Twelve Friends,Garden of the Twelve Friends
欢宴广场 Celebration Cafe,Celebration Cafe
幻想曲旋转木马 Fantasia Carousel,Fantasia Carousel
太空幸会史迪奇 Stitch Encounter,Stitch Encounter
巴斯光年星际营救 Buzz Lightyear Planet Rescue,Buzz Lightyear Planet Rescue
星露台餐厅 Stargazer Grill,Stargazer Grill
皮诺丘乡村厨房 Pinocchio Village Kitchen,Pinocchio Village Kitchen
仙女教母妙味橱 Fairy Godmother's Cupboard,Fairy Godmother's Cupboard
魔法师秘制小食 Merlin's Magic Recipe,Merlin's Magic Recipe
皇家宴会厅 Royal Banquet Hall,Royal Banquet Hall
米奇好伙伴美味集市 Mickey & Pals Market Café,Mickey & Pals Market Café
奇奇蒂蒂果摊 Chip & Dale’s Treehouse Treats,Chip & Dale’s Treehouse Treats
小米大厨烘培坊 Remy's Patisserie,Remy's Patisserie
帕帕里诺冰激凌 Il Paparino,Il Paparino
土图嘉风味 Tortuga Treats,Tortuga Treats
水虎鱼大口咬 Piranha Bites,Piranha Bites
水手大排档 Pintel & Ragetti's Grub to Grab,Pintel & Ragetti's Grub to Grab
绚景楼 Aurora,Aurora
旋味 Spiral Snacks,Spiral Snacks
提摩太小吃 Timothy's Treats,Timothy's Treats
阳光食汇 Sunnyside Café,Sunnyside Café
巴克斯酒廊 Bacchus Lounge,Bacchus Lounge
卢米亚厨房,Lumiére’s Kitchen
明日世界E 空间聚乐部 Club Destin-E,Club Destin-E
金色童话盛典 Golden Fairytale Fanfare,Golden Fairytale Fanfare
点亮奇梦夜光幻影秀 Ignite the Dream - A Nighttime Spectacular of Magic and Light,Ignite the Dream - A Nighttime Spectacular of Magic and Light
Indian Cuisine Kebab,Kebabs on the grille
奇妙仙子礼品屋 Tinker Bell Gifts,Tinker Bell Gifts
M大街购物廊 Avenue M Arcade,Avenue M Arcade
美妙记忆屋 Carefree Corner,Carefree Corner
甜心糖果 Sweethearts Confectionery,Sweethearts Confectionery
老车站商店 Whistle Stop Shop,Whistle Stop Shop
笑猴商铺 Laughing Monkey Traders,Laughing Monkey Traders
马戏团小货车 Casey Jr. Trinket Train,Casey Jr. Trinket Train
霓蛙彩物 Rainbow Frog Trinkets,Rainbow Frog Trinkets
逍遥吉普赛 Jolly Gypsy,Jolly Gypsy
史卡托杂货 Scuttle's Shiny Things,Scuttle's Shiny Things
矿山宝藏 Mountainside Treasures,Mountainside Treasures
森林百物 Hundred Acre Goods,Hundred Acre Goods
木屋奇玩 Cottage Curios,Cottage Curios
梦幻集 Fantasy Faire,Fantasy Faire
缤纷变幻沙龙 Bibbidi Bobbidi Boutique,Bibbidi Bobbidi Boutique
米奇米妮同心铺 Mickey & Minnie's Mercantile,Mickey & Minnie's Mercantile
漫威制造 Marvel Mementos,Marvel Mementos
晶品 The Light Stuff,The Light Stuff
银河帝国贸易站 Imperial Trading Station,Imperial Trading Station
创能补给站 Power Supplies,Power Supplies
星际贸易港 Intergalactic Imports,Intergalactic Imports
医务室 First Aid,First Aid
中国农业银行,Agricultural Bank of China
上海高爾夫倶楽部,Shanghai Golf Club
上海林克司高爾夫郷村倶楽部,Shanghailinks Golf Club
上海旗忠高爾夫倶楽部,Shanghai Qi Zhong Golf Club
顾戴路,Gudai Road
桂林公园,Guilin Park
虹漕路,Hongcao Road
虹莘路,Hongxin Road
七莘路,Qixin Road
寄存柜 Locker Rental,Locker Rental
宝藏湾 Treasure Cove,Treasure Cove
奇想花园 Gardens of Imagination,Gardens of Imagination
梦幻世界 Fantasyland,Fantasyland
泰國總領事館,General Consulate of Thailand
东兰路,Donglan Road
虹梅路,Hongmei Road
南公交枢纽 South Transport Hub,South Transport Hub
奇妙路接驳站 Qimiao Road Station,Qimiao Road Station
长兴镇,Changxing
凤凰山,Fenghuangshan Hill
中国邮政,China Post
安亭镇,Anting
人民广场 (武胜路),People's Square (Wusheng Road)
Dining Plus,Khans Mongolian Bistro
如家酒店,Home Inn
Apple 南京东路,Apple Nanjing East
东佘山 - 南高峰,East Sheshan Hill South Peak
东佘山 - 北高峰,East Sheshan Hill North Peak
上海新西湖精品酒店,Shanghai New Westlake Hotel
Uniqlo,UNIQLO
先进制造技术中心,Advanced Manufacturing Technology Center
中共四大纪念馆,The Memorial Site of the 4th National Congress of the Communist Party of China
运光新村,Yunguang Community
邯郸路松花江路,Handan Road at Songhuajiang Road
大柏树(逸仙路),Dabaishu ( Yixian Road )
大柏树(曲阳路),Dabaishu ( Quyang Road )
逸仙路纪念路,Yixian Road at Jinian Road
大柏树(汶水东路),Dabaishu ( East Wenshui Road )
汶水东路广纪路,East Wenshui Road at Guangji Road
运光路邯郸路,Yunguang Road at Handan Road
运光新村,Yunguangxincun Estate
腾克路曲阳路,Tengke Road at Quyang Road
大柏树(东体育会路),Dabaishu ( Dongtiyuhui Road )
岳阳医院,Yueyang Hospital
伊敏河路巴林路,Yiminhe Road at Balin Road
辉河路中山北二路,Huihe Road at North Zhongshan No.2 Road
松花江路邯郸路,Songhuajiang Road at Handan Road
曲阳路中山北二路,Quyang Road at North Zhongshan No.2 Road
新华一村,Xinhuayicun Estate
全家 Family Mart,Family Mart
中国邮政 China Post,China Post
Outback Steakhouse☆similar to...but the meat..sorry...not good,Outback Steakhouse *a kind of..not the real one
诸光路 (在建),Zhuguang Road (Future)
蟠龙路 (在建),Panlong Road (Future)
徐盈路 (在建),Xuying Road (Future)
徐泾北城 (在建),Xujingbeicheng (Future)
嘉松中路 (在建),Middle Jiasong Road (Future)
赵巷 (在建),Zhaoxiang (Future)
汇金路 (在建),Huijin Road (Future)
青浦新城 (在建),Qingpu Xincheng (Future)
漕盈路 (在建),Caoying Road (Future)
淀山湖大道 (在建),Dianshanhu Avenue (Future)
芳甸路 (在建),Fangdian Road (Future)
蓝天路 (在建),Lantian Road (Future)
台儿庄路 (在建),Taierzhuang Road (Future)
金桥 (在建),Jinqiao (Future)
金吉路 (在建),Jinji Road (Future)
金海路 (在建),Jinhai Road (Future)
顾唐路 (在建),Gutang Road (Future)
民雷路 (在建),Minlei Road (Future)
曹路 (在建),Caolu (Future)
长清路 (在建),Changqing Road (future)
成山路（在建）,Chengshan Road (future)
东明路 (在建),Dongming Road (Future)
华鹏路 (在建),Huapeng Road (Future)
下南路 (在建),Xia'nan Road (Future)
北蔡 (在建),Beicai (future)
陈春东路 (在建),East Chenchun Road (Future)
莲溪路 (在建),Lianxi Road (Future)
华夏中路 (在建),Middle Huaxia Road (Future)
中科路 (在建),Zhongke Road (Future)
学林路 (在建),Xuelin Road (Future)
张江路 (在建),Zhangjiang Road (Future)
长兴岛枢纽站,Changxing Island Transport Hub
圆沙镇,Yuansha Town
潘圆公路圆东二路,Panyuan Highway at Yuandonger Road
二号桥,Erhaoqiao
三号桥,Sanhaoqiao
庆丰村,Qingfeng Village
长横渡口,Changheng Port
江南清水苑,Jiangnanqingshuiyuan
潘圆公路圆芳路,Panyuan Highway at Yuanfang Road
合作路潘圆公路,Hezuo Road at Panyuan Highway
江南大道仁建路,Jiangnan Avenue at Renjian Road
中船四号门,4th Gate of Jiangnan Shipyard
中船二号门,2nd Gate of Jiangnan Shipyard
中船一号门,1st Gate of Jiangnan Shipyard
中船西部生活区,West Residential Area of Jiangnan Shipyard
江南大道新兴支路,Jiangnan Avenue at Xinxing Branch Road
新兴支路江南大道,Xinxing Branch Road at Jiangnan Avenue
长明村,Changming Village
前卫农场,Qianwei Farm
康新公路,Kangxin Highway
迪士尼,Disney Resort
海底捞,HaiDiLao
上海西站,West Shanghai Railway Station
内园,Inner Garden
鬍渣渣,The Coffee Roaster
同济大学德文图书馆,German Library of Tongji University
高安路100弄9号,No 9 Lane 100 Gao'an Road
Sky Ring,Sky Ring - Joy City Mall
马恩雕像,Marx-Engels Statue
九曲桥,Nine-Zigzag Bridge
正门,Main Gate
吐司兄弟        Toast Brother,ToastBrother
中国农业银行ABC,ABC
莘庄地铁站,Xinjian Road
顾戴路虹莘路,Gudai Road Hongxin Road
长桥路上中路,Changqiao Rd Shangzhong Rd
上中西路凌云路,West Shangzhong Rd Lingyun Rd
上中西路镇西路,West Shangzhong Rd Zhenxi Rd
浦驰路江园路,Puchi Road Jiangyuan Road
漕河泾出口加工区（浦江）,Cao He Jing Chu Kou Jia Gong Qu（Pujiang）
浦星公路红临路,Puxing Highway Honglin Road
浦驰路江月路,Puchi Road Jiangyue Road
龙吴路罗秀路,Longwu Rd Luoxiu Rd
上中西路龙州路,West Shangzhong Rd Longzhou Rd
万源路古美西路,Wanyuan Rd West Gumei Rd
水清路庙泾路,Shuiqing Road Miaojing Road
水清路报春路,Shuiqing Road Baochun Road
水清路黎安路,Shuiqing Road Li'an Road
新镇路顾戴路,Xinzhen Road Gudai Road
上中西路虹梅南路,West Shangzhong Rd South Hongmei Rd
新镇路宝铭路,Xinzhen Road Baoming Road
万源路顾戴路,Wanyuan Rd Gudai Rd
顾戴路合川路,Gudai Rd Hechuan Rd
水清路秀文路,Shuiqing Road Xiuwen Road
莲花路地铁站,Lianhua Rd Metro Station
水清路顾戴路,Shuiqing Road Gudai Road
顾戴路龙茗路,Gudai Rd Longming Rd
立跃路鲁陈路,Liyue Road Luchen Road
浦锦路江洲路,Pujin Road Jiangzhou Road
恒星,Hengxing
罗秀路龙川路,Luoxiu Rd Longchuan Rd
永和大王,Yonghe King
浦驰路江园路,Puchi Rd Jiangyuan Rd
上海之巅观光厅 Top of Shanghai,Top of Shanghai Sightseeing Hall
浦星公路联航路,Puxing Highway Lianhang Rd
新镇路漕宝路,Xinzhen Rd Caobao Rd
新镇路富强街,Xinzhen Rd Fuqiang Str
漕宝路星西路,Caobao Rd Xingxi Rd
新镇路宝南路,Xinzhen Rd Baonan Rd
水清路顾戴路,Shuiqing Rd Gudai Rd
浦星公路江月路,Puxing Highway Jiangyue Rd
虹梅南路莘朱路,South Hongmei Rd Xinzhu Rd
浦锦路江柳路,Pujin Rd Jiangliu Rd
古美西路万源路,West Gumei Rd Wanyuan Rd
徐浦大桥,Xupu Bridge
浦秀路江月路,Puxiu Rd Jiangyue Rd
浦申路联航路,Pushen Rd Lianhang Rd
莘东路莘沥路,Xindong Rd Xinli Rd
江月路浦星公路,Jiangyue Rd Puxing Highway
莘松路莘东路（莘庄）,Xinsong Rd Xindong Rd（Xinzhuang）
永乐,Yolo
85度C,85C
易里酒店式公寓,elite residence
上海欢乐谷,Happy Valley Shanghai
上海欢乐谷摆渡巴士,Happy Valley Shanghai - Shuttle Bus
野生动物园摆渡巴士,Wild Animal Park - Shuttle Bus
七莘路顾戴路,Qixin Rd Gudai Rd
黎安路七莘路,Li'an Rd Qixin Rd
沪闵路报春路,Humin Rd Baochun Rd
福大碗牛肉面,Fu Da Wan Beef Noodles
虹漕南路漕宝路,South Hongcao Rd Caobao Rd
高原拉面,Gaoyuan Noodles
民友,Buddies
東泰祥,Dong Tai Xiang
华联,Hualian
南京银行,BANK OF NANJING
Urban Grill,Urban Grill
安垦,ANKEN LIFE
花马天堂丝绸之路,Lost Heaven Silk Road
富驿时尚酒店,FX Hotel Shanghai At Liuying Road
联华超市,Lianhua
上海市血液中心,Shanghai Blood Center
付二酿,Fuerniang
南京东路街道社区事务受理服务中心,Nanjing Road Neighborhood Community Affairs Handling Service Center
半山小館,The Mountain
Zoo Coffee,Zoo Coffee
Silk King,Silk King
Windows Garage,Windows Garage
UkongM Cafe and Bar,UkongM  Cafe and Bar
Kohler Cafe,Kohler Cafe
Paradise Spa,Paradise Spa
Near and Far,Near and Far
70後飯吧,70S RESTAURANT
佳能 影像乐天地,Canon Wonderland
Café del Volcán,Café del Volcán
上海玻璃博物馆,Shanghai Glass museum
本家,Benjia
浦发银行,SPD Bank
书香世家酒店上海店,Scholars Hotel Shanghai
国定东路翔殷路,East Guoding Road at Xiangyin Road
上海長航美林閣大酒店,Merrylin Hotel
Bug Coffee,Bug Coffee
全家,family
小楊生煎館,Yang's Dumpling
龍門陣茶屋,Sichuan Citizen
Vapiano,Vapiano
上海旅游咨询服务中心,Shanghai Tourist Information&Service Centre
梦龙 Magnum,Magnum
老凤祥,Lao Feng Xiang
日世屋 Nissei Land,Nissei Land
星巴克 Starbucks,Starbucks
外滩牛 Bund Bull,Bund Bull
Enoterra,Enoterra
RBCN,Bosch Shanghai
Buick,Buick
Harley Davidson,Harley Davidson
快客,Quik
蔡元培,Cai Yuanpei
東方明珠,Roundabout with Oriental Pearl Tower
上海景悦国际航空酒店,Shanghai Jingyue International Aviation Hotel
一风堂,IPPUDO
张乐平,Zhang Leping Former Residence
